batch_id,image_id,defect_present,defect_type,severity,inspection_result
BATCH-20260302-0162,IMG-00162,False,none,0,PASS
BATCH-20260302-0163,IMG-00163,False,none,0,PASS
BATCH-20260302-0164,IMG-00164,False,none,0,PASS
BATCH-20260302-0165,IMG-00165,False,none,0,PASS
BATCH-20260302-0166,IMG-00166,False,none,0,PASS
BATCH-20260302-0167,IMG-00167,False,none,0,PASS
BATCH-20260302-0168,IMG-00168,False,none,0,PASS
BATCH-20260302-0169,IMG-00169,False,none,0,PASS
BATCH-20260302-0170,IMG-00170,False,none,0,PASS
BATCH-20260302-0171,IMG-00171,True,sand_inclusion,1,PASS
BATCH-20260302-0172,IMG-00172,False,none,0,PASS
BATCH-20260302-0173,IMG-00173,False,none,0,PASS
BATCH-20260302-0174,IMG-00174,False,none,0,PASS
BATCH-20260302-0175,IMG-00175,False,none,0,PASS
BATCH-20260302-0176,IMG-00176,False,none,0,PASS
BATCH-20260302-0177,IMG-00177,False,none,0,PASS
BATCH-20260302-0178,IMG-00178,False,none,0,PASS
BATCH-20260302-0179,IMG-00179,True,cold_shut,1,PASS
BATCH-20260302-0180,IMG-00180,False,none,0,PASS
BATCH-20260302-0181,IMG-00181,False,none,0,PASS
BATCH-20260302-0182,IMG-00182,False,none,0,PASS
BATCH-20260302-0183,IMG-00183,False,none,0,PASS
BATCH-20260302-0184,IMG-00184,False,none,0,PASS
BATCH-20260302-0185,IMG-00185,False,none,0,PASS
BATCH-20260302-0186,IMG-00186,False,none,0,PASS
BATCH-20260302-0187,IMG-00187,False,none,0,PASS
BATCH-20260302-0188,IMG-00188,False,none,0,PASS
BATCH-20260302-0189,IMG-00189,False,none,0,PASS
BATCH-20260302-0190,IMG-00190,False,none,0,PASS
BATCH-20260302-0191,IMG-00191,False,none,0,PASS
BATCH-20260302-0192,IMG-00192,False,none,0,PASS
BATCH-20260302-0193,IMG-00193,False,none,0,PASS
BATCH-20260302-0194,IMG-00194,False,none,0,PASS
BATCH-20260302-0195,IMG-00195,True,sand_inclusion,4,REWORK
BATCH-20260302-0196,IMG-00196,False,none,0,PASS
BATCH-20260302-0197,IMG-00197,False,none,0,PASS
BATCH-20260302-0198,IMG-00198,False,none,0,PASS
BATCH-20260302-0199,IMG-00199,False,none,0,PASS
BATCH-20260302-0200,IMG-00200,False,none,0,PASS
BATCH-20260302-0201,IMG-00201,False,none,0,PASS
BATCH-20260302-0202,IMG-00202,False,none,0,PASS
BATCH-20260302-0203,IMG-00203,False,none,0,PASS
BATCH-20260302-0204,IMG-00204,False,none,0,PASS
BATCH-20260302-0205,IMG-00205,False,none,0,PASS
BATCH-20260302-0206,IMG-00206,False,none,0,PASS
BATCH-20260302-0207,IMG-00207,False,none,0,PASS
BATCH-20260302-0208,IMG-00208,False,none,0,PASS
BATCH-20260302-0209,IMG-00209,False,none,0,PASS
BATCH-20260302-0210,IMG-00210,False,none,0,PASS
BATCH-20260302-0211,IMG-00211,False,none,0,PASS
BATCH-20260302-0212,IMG-00212,False,none,0,PASS
BATCH-20260302-0213,IMG-00213,False,none,0,PASS
BATCH-20260302-0214,IMG-00214,False,none,0,PASS
BATCH-20260302-0215,IMG-00215,False,none,0,PASS
BATCH-20260302-0216,IMG-00216,False,none,0,PASS
BATCH-20260302-0217,IMG-00217,False,none,0,PASS
BATCH-20260302-0218,IMG-00218,False,none,0,PASS
BATCH-20260302-0219,IMG-00219,False,none,0,PASS
BATCH-20260302-0220,IMG-00220,False,none,0,PASS
BATCH-20260302-0221,IMG-00221,False,none,0,PASS
BATCH-20260302-0222,IMG-00222,True,cold_shut,5,REWORK
BATCH-20260302-0223,IMG-00223,False,none,0,PASS
BATCH-20260302-0224,IMG-00224,False,none,0,PASS
BATCH-20260302-0225,IMG-00225,True,shrinkage,5,REWORK
BATCH-20260302-0226,IMG-00226,False,none,0,PASS
BATCH-20260302-0227,IMG-00227,False,none,0,PASS
BATCH-20260302-0228,IMG-00228,False,none,0,PASS
BATCH-20260302-0229,IMG-00229,False,none,0,PASS
BATCH-20260302-0230,IMG-00230,False,none,0,PASS
BATCH-20260302-0231,IMG-00231,False,none,0,PASS
BATCH-20260302-0232,IMG-00232,False,none,0,PASS
BATCH-20260302-0233,IMG-00233,False,none,0,PASS
BATCH-20260302-0234,IMG-00234,False,none,0,PASS
BATCH-20260302-0235,IMG-00235,False,none,0,PASS
BATCH-20260302-0236,IMG-00236,False,none,0,PASS
BATCH-20260302-0237,IMG-00237,True,sand_inclusion,3,FAIL
BATCH-20260302-0238,IMG-00238,False,none,0,PASS
BATCH-20260302-0239,IMG-00239,False,none,0,PASS
BATCH-20260302-0240,IMG-00240,False,none,0,PASS
BATCH-20260302-0241,IMG-00241,False,none,0,PASS
BATCH-20260302-0242,IMG-00242,False,none,0,PASS
BATCH-20260302-0243,IMG-00243,False,none,0,PASS
BATCH-20260302-0244,IMG-00244,False,none,0,PASS
BATCH-20260302-0245,IMG-00245,False,none,0,PASS
BATCH-20260302-0246,IMG-00246,False,none,0,PASS
BATCH-20260302-0247,IMG-00247,False,none,0,PASS
BATCH-20260302-0248,IMG-00248,False,none,0,PASS
BATCH-20260302-0249,IMG-00249,False,none,0,PASS
BATCH-20260302-0250,IMG-00250,False,none,0,PASS
BATCH-20260302-0251,IMG-00251,False,none,0,PASS
BATCH-20260302-0252,IMG-00252,False,none,0,PASS
BATCH-20260302-0253,IMG-00253,True,cold_shut,3,FAIL
BATCH-20260302-0254,IMG-00254,True,hot_tear,2,PASS
BATCH-20260302-0255,IMG-00255,False,none,0,PASS
BATCH-20260302-0256,IMG-00256,False,none,0,PASS
BATCH-20260302-0257,IMG-00257,False,none,0,PASS
BATCH-20260302-0258,IMG-00258,False,none,0,PASS
BATCH-20260302-0259,IMG-00259,False,none,0,PASS
BATCH-20260302-0260,IMG-00260,True,gas_porosity,2,PASS
BATCH-20260302-0261,IMG-00261,False,none,0,PASS
BATCH-20260302-0262,IMG-00262,False,none,0,PASS
BATCH-20260302-0263,IMG-00263,False,none,0,PASS
BATCH-20260302-0264,IMG-00264,False,none,0,PASS
BATCH-20260302-0265,IMG-00265,False,none,0,PASS
BATCH-20260302-0266,IMG-00266,False,none,0,PASS
BATCH-20260302-0267,IMG-00267,False,none,0,PASS
BATCH-20260302-0268,IMG-00268,False,none,0,PASS
BATCH-20260302-0269,IMG-00269,False,none,0,PASS
BATCH-20260302-0270,IMG-00270,False,none,0,PASS
BATCH-20260302-0271,IMG-00271,False,none,0,PASS
BATCH-20260302-0272,IMG-00272,False,none,0,PASS
BATCH-20260302-0273,IMG-00273,False,none,0,PASS
BATCH-20260303-0274,IMG-00274,False,none,0,PASS
BATCH-20260303-0275,IMG-00275,False,none,0,PASS
BATCH-20260303-0276,IMG-00276,False,none,0,PASS
BATCH-20260303-0277,IMG-00277,False,none,0,PASS
BATCH-20260303-0278,IMG-00278,False,none,0,PASS
BATCH-20260303-0279,IMG-00279,False,none,0,PASS
BATCH-20260303-0280,IMG-00280,False,none,0,PASS
BATCH-20260303-0281,IMG-00281,False,none,0,PASS
BATCH-20260303-0282,IMG-00282,False,none,0,PASS
BATCH-20260303-0283,IMG-00283,False,none,0,PASS
BATCH-20260303-0284,IMG-00284,True,hot_tear,4,REWORK
BATCH-20260303-0285,IMG-00285,False,none,0,PASS
BATCH-20260303-0286,IMG-00286,False,none,0,PASS
BATCH-20260303-0287,IMG-00287,False,none,0,PASS
BATCH-20260303-0288,IMG-00288,False,none,0,PASS
BATCH-20260303-0289,IMG-00289,False,none,0,PASS
BATCH-20260303-0290,IMG-00290,False,none,0,PASS
BATCH-20260303-0291,IMG-00291,False,none,0,PASS
BATCH-20260303-0292,IMG-00292,False,none,0,PASS
BATCH-20260303-0293,IMG-00293,False,none,0,PASS
BATCH-20260303-0294,IMG-00294,False,none,0,PASS
BATCH-20260303-0295,IMG-00295,False,none,0,PASS
BATCH-20260303-0296,IMG-00296,False,none,0,PASS
BATCH-20260303-0297,IMG-00297,False,none,0,PASS
BATCH-20260303-0298,IMG-00298,False,none,0,PASS
BATCH-20260303-0299,IMG-00299,True,shrinkage,4,REWORK
BATCH-20260303-0300,IMG-00300,False,none,0,PASS
BATCH-20260303-0301,IMG-00301,False,none,0,PASS
BATCH-20260303-0302,IMG-00302,False,none,0,PASS
BATCH-20260303-0303,IMG-00303,False,none,0,PASS
BATCH-20260303-0304,IMG-00304,False,none,0,PASS
BATCH-20260303-0305,IMG-00305,False,none,0,PASS
BATCH-20260303-0306,IMG-00306,False,none,0,PASS
BATCH-20260303-0307,IMG-00307,False,none,0,PASS
BATCH-20260303-0308,IMG-00308,False,none,0,PASS
BATCH-20260303-0309,IMG-00309,False,none,0,PASS
BATCH-20260303-0310,IMG-00310,False,none,0,PASS
BATCH-20260303-0311,IMG-00311,False,none,0,PASS
BATCH-20260303-0312,IMG-00312,False,none,0,PASS
BATCH-20260303-0313,IMG-00313,False,none,0,PASS
BATCH-20260303-0314,IMG-00314,False,none,0,PASS
BATCH-20260303-0315,IMG-00315,False,none,0,PASS
BATCH-20260303-0316,IMG-00316,False,none,0,PASS
BATCH-20260303-0317,IMG-00317,False,none,0,PASS
BATCH-20260303-0318,IMG-00318,False,none,0,PASS
BATCH-20260303-0319,IMG-00319,False,none,0,PASS
BATCH-20260303-0320,IMG-00320,False,none,0,PASS
BATCH-20260303-0321,IMG-00321,False,none,0,PASS
BATCH-20260303-0322,IMG-00322,False,none,0,PASS
BATCH-20260303-0323,IMG-00323,False,none,0,PASS
BATCH-20260303-0324,IMG-00324,True,sand_inclusion,2,PASS
BATCH-20260303-0325,IMG-00325,False,none,0,PASS
BATCH-20260303-0326,IMG-00326,True,hot_tear,5,REWORK
BATCH-20260303-0327,IMG-00327,False,none,0,PASS
BATCH-20260303-0328,IMG-00328,False,none,0,PASS
BATCH-20260303-0329,IMG-00329,False,none,0,PASS
BATCH-20260303-0330,IMG-00330,False,none,0,PASS
BATCH-20260303-0331,IMG-00331,False,none,0,PASS
BATCH-20260303-0332,IMG-00332,False,none,0,PASS
BATCH-20260303-0333,IMG-00333,False,none,0,PASS
BATCH-20260303-0334,IMG-00334,False,none,0,PASS
BATCH-20260303-0335,IMG-00335,False,none,0,PASS
BATCH-20260303-0336,IMG-00336,False,none,0,PASS
BATCH-20260303-0337,IMG-00337,False,none,0,PASS
BATCH-20260303-0338,IMG-00338,False,none,0,PASS
BATCH-20260303-0339,IMG-00339,False,none,0,PASS
BATCH-20260303-0340,IMG-00340,False,none,0,PASS
BATCH-20260303-0341,IMG-00341,False,none,0,PASS
BATCH-20260303-0342,IMG-00342,False,none,0,PASS
BATCH-20260303-0343,IMG-00343,True,hot_tear,2,PASS
BATCH-20260303-0344,IMG-00344,False,none,0,PASS
BATCH-20260303-0345,IMG-00345,False,none,0,PASS
BATCH-20260303-0346,IMG-00346,False,none,0,PASS
BATCH-20260303-0347,IMG-00347,False,none,0,PASS
BATCH-20260303-0348,IMG-00348,False,none,0,PASS
BATCH-20260303-0349,IMG-00349,False,none,0,PASS
BATCH-20260303-0350,IMG-00350,False,none,0,PASS
BATCH-20260303-0351,IMG-00351,False,none,0,PASS
BATCH-20260303-0352,IMG-00352,False,none,0,PASS
BATCH-20260303-0353,IMG-00353,False,none,0,PASS
BATCH-20260303-0354,IMG-00354,False,none,0,PASS
BATCH-20260303-0355,IMG-00355,False,none,0,PASS
BATCH-20260303-0356,IMG-00356,False,none,0,PASS
BATCH-20260303-0357,IMG-00357,False,none,0,PASS
BATCH-20260303-0358,IMG-00358,False,none,0,PASS
BATCH-20260303-0359,IMG-00359,False,none,0,PASS
BATCH-20260303-0360,IMG-00360,False,none,0,PASS
BATCH-20260303-0361,IMG-00361,False,none,0,PASS
BATCH-20260303-0362,IMG-00362,False,none,0,PASS
BATCH-20260303-0363,IMG-00363,True,shrinkage,4,REWORK
BATCH-20260303-0364,IMG-00364,False,none,0,PASS
BATCH-20260303-0365,IMG-00365,False,none,0,PASS
BATCH-20260303-0366,IMG-00366,False,none,0,PASS
BATCH-20260303-0367,IMG-00367,False,none,0,PASS
BATCH-20260303-0368,IMG-00368,False,none,0,PASS
BATCH-20260303-0369,IMG-00369,False,none,0,PASS
BATCH-20260303-0370,IMG-00370,False,none,0,PASS
BATCH-20260303-0371,IMG-00371,False,none,0,PASS
BATCH-20260303-0372,IMG-00372,False,none,0,PASS
BATCH-20260303-0373,IMG-00373,False,none,0,PASS
BATCH-20260303-0374,IMG-00374,False,none,0,PASS
BATCH-20260303-0375,IMG-00375,False,none,0,PASS
BATCH-20260303-0376,IMG-00376,False,none,0,PASS
BATCH-20260303-0377,IMG-00377,False,none,0,PASS
BATCH-20260303-0378,IMG-00378,False,none,0,PASS
BATCH-20260303-0379,IMG-00379,False,none,0,PASS
BATCH-20260303-0380,IMG-00380,False,none,0,PASS
BATCH-20260303-0381,IMG-00381,False,none,0,PASS
BATCH-20260303-0382,IMG-00382,False,none,0,PASS
BATCH-20260303-0383,IMG-00383,False,none,0,PASS
BATCH-20260303-0384,IMG-00384,False,none,0,PASS
BATCH-20260303-0385,IMG-00385,False,none,0,PASS
BATCH-20260303-0386,IMG-00386,False,none,0,PASS
BATCH-20260303-0387,IMG-00387,False,none,0,PASS
BATCH-20260303-0388,IMG-00388,False,none,0,PASS
BATCH-20260303-0389,IMG-00389,False,none,0,PASS
BATCH-20260303-0390,IMG-00390,False,none,0,PASS
BATCH-20260303-0391,IMG-00391,False,none,0,PASS
BATCH-20260303-0392,IMG-00392,False,none,0,PASS
BATCH-20260303-0393,IMG-00393,False,none,0,PASS
BATCH-20260303-0394,IMG-00394,False,none,0,PASS
BATCH-20260303-0395,IMG-00395,False,none,0,PASS
BATCH-20260303-0396,IMG-00396,False,none,0,PASS
BATCH-20260303-0397,IMG-00397,False,none,0,PASS
BATCH-20260303-0398,IMG-00398,False,none,0,PASS
BATCH-20260303-0399,IMG-00399,False,none,0,PASS
BATCH-20260303-0400,IMG-00400,False,none,0,PASS
BATCH-20260304-0401,IMG-00401,False,none,0,PASS
BATCH-20260304-0402,IMG-00402,False,none,0,PASS
BATCH-20260304-0403,IMG-00403,False,none,0,PASS
BATCH-20260304-0404,IMG-00404,False,none,0,PASS
BATCH-20260304-0405,IMG-00405,False,none,0,PASS
BATCH-20260304-0406,IMG-00406,False,none,0,PASS
BATCH-20260304-0407,IMG-00407,False,none,0,PASS
BATCH-20260304-0408,IMG-00408,False,none,0,PASS
BATCH-20260304-0409,IMG-00409,False,none,0,PASS
BATCH-20260304-0410,IMG-00410,False,none,0,PASS
BATCH-20260304-0411,IMG-00411,False,none,0,PASS
BATCH-20260304-0412,IMG-00412,False,none,0,PASS
BATCH-20260304-0413,IMG-00413,False,none,0,PASS
BATCH-20260304-0414,IMG-00414,False,none,0,PASS
BATCH-20260304-0415,IMG-00415,False,none,0,PASS
BATCH-20260304-0416,IMG-00416,False,none,0,PASS
BATCH-20260304-0417,IMG-00417,False,none,0,PASS
BATCH-20260304-0418,IMG-00418,False,none,0,PASS
BATCH-20260304-0419,IMG-00419,True,cold_shut,4,REWORK
BATCH-20260304-0420,IMG-00420,False,none,0,PASS
BATCH-20260304-0421,IMG-00421,False,none,0,PASS
BATCH-20260304-0422,IMG-00422,False,none,0,PASS
BATCH-20260304-0423,IMG-00423,False,none,0,PASS
BATCH-20260304-0424,IMG-00424,False,none,0,PASS
BATCH-20260304-0425,IMG-00425,False,none,0,PASS
BATCH-20260304-0426,IMG-00426,True,hot_tear,3,FAIL
BATCH-20260304-0427,IMG-00427,False,none,0,PASS
BATCH-20260304-0428,IMG-00428,False,none,0,PASS
BATCH-20260304-0429,IMG-00429,False,none,0,PASS
BATCH-20260304-0430,IMG-00430,False,none,0,PASS
BATCH-20260304-0431,IMG-00431,False,none,0,PASS
BATCH-20260304-0432,IMG-00432,False,none,0,PASS
BATCH-20260304-0433,IMG-00433,False,none,0,PASS
BATCH-20260304-0434,IMG-00434,False,none,0,PASS
BATCH-20260304-0435,IMG-00435,False,none,0,PASS
BATCH-20260304-0436,IMG-00436,False,none,0,PASS
BATCH-20260304-0437,IMG-00437,True,hot_tear,4,REWORK
BATCH-20260304-0438,IMG-00438,False,none,0,PASS
BATCH-20260304-0439,IMG-00439,False,none,0,PASS
BATCH-20260304-0440,IMG-00440,False,none,0,PASS
BATCH-20260304-0441,IMG-00441,False,none,0,PASS
BATCH-20260304-0442,IMG-00442,False,none,0,PASS
BATCH-20260304-0443,IMG-00443,False,none,0,PASS
BATCH-20260304-0444,IMG-00444,False,none,0,PASS
BATCH-20260304-0445,IMG-00445,False,none,0,PASS
BATCH-20260304-0446,IMG-00446,False,none,0,PASS
BATCH-20260304-0447,IMG-00447,False,none,0,PASS
BATCH-20260304-0448,IMG-00448,False,none,0,PASS
BATCH-20260304-0449,IMG-00449,False,none,0,PASS
BATCH-20260304-0450,IMG-00450,False,none,0,PASS
BATCH-20260304-0451,IMG-00451,False,none,0,PASS
BATCH-20260304-0452,IMG-00452,False,none,0,PASS
BATCH-20260304-0453,IMG-00453,False,none,0,PASS
BATCH-20260304-0454,IMG-00454,False,none,0,PASS
BATCH-20260304-0455,IMG-00455,False,none,0,PASS
BATCH-20260304-0456,IMG-00456,False,none,0,PASS
BATCH-20260304-0457,IMG-00457,False,none,0,PASS
BATCH-20260304-0458,IMG-00458,False,none,0,PASS
BATCH-20260304-0459,IMG-00459,False,none,0,PASS
BATCH-20260304-0460,IMG-00460,False,none,0,PASS
BATCH-20260304-0461,IMG-00461,True,hot_tear,2,PASS
BATCH-20260304-0462,IMG-00462,False,none,0,PASS
BATCH-20260304-0463,IMG-00463,False,none,0,PASS
BATCH-20260304-0464,IMG-00464,False,none,0,PASS
BATCH-20260304-0465,IMG-00465,False,none,0,PASS
BATCH-20260304-0466,IMG-00466,False,none,0,PASS
BATCH-20260304-0467,IMG-00467,False,none,0,PASS
BATCH-20260304-0468,IMG-00468,True,shrinkage,2,PASS
BATCH-20260304-0469,IMG-00469,False,none,0,PASS
BATCH-20260304-0470,IMG-00470,False,none,0,PASS
BATCH-20260304-0471,IMG-00471,False,none,0,PASS
BATCH-20260304-0472,IMG-00472,False,none,0,PASS
BATCH-20260304-0473,IMG-00473,False,none,0,PASS
BATCH-20260304-0474,IMG-00474,False,none,0,PASS
